time,nap_period,video_period,pos
2021-07-12T20:32:06Z,0,1,Sitting
2021-07-12T20:32:08Z,0,1,Sitting
2021-07-12T20:32:11Z,0,1,Sitting
2021-07-12T20:32:13Z,0,1,Sitting
2021-07-12T20:32:14Z,0,1,Sitting
2021-07-12T20:32:16Z,0,1,Sitting
2021-07-12T20:32:18Z,0,1,Sitting
2021-07-12T20:32:20Z,0,1,Sitting
2021-07-12T20:32:22Z,0,1,Sitting
2021-07-12T20:32:24Z,0,1,Sitting
2021-07-12T20:32:26Z,0,1,Sitting
2021-07-12T20:32:28Z,0,1,Sitting
2021-07-12T20:32:30Z,0,1,Sitting
2021-07-12T20:32:32Z,0,1,Sitting
2021-07-12T20:32:34Z,0,1,Sitting
2021-07-12T20:32:36Z,0,1,Sitting
2021-07-12T20:32:38Z,0,1,Sitting
2021-07-12T20:32:40Z,0,1,Sitting
2021-07-12T20:32:42Z,0,1,Sitting
2021-07-12T20:32:44Z,0,1,Sitting
2021-07-12T20:32:46Z,0,1,Sitting
2021-07-12T20:32:48Z,0,1,Sitting
2021-07-12T20:32:50Z,0,1,Sitting
2021-07-12T20:32:52Z,0,1,Sitting
2021-07-12T20:32:54Z,0,1,Sitting
2021-07-12T20:32:56Z,0,1,Sitting
2021-07-12T20:32:58Z,0,1,Sitting
2021-07-12T20:33:00Z,0,1,Sitting
2021-07-12T20:33:02Z,0,1,Sitting
2021-07-12T20:33:04Z,0,1,Sitting
2021-07-12T20:33:06Z,0,1,Sitting
2021-07-12T20:33:08Z,0,1,Sitting
2021-07-12T20:33:10Z,0,1,Sitting
2021-07-12T20:33:12Z,0,1,Sitting
2021-07-12T20:33:14Z,0,1,Sitting
2021-07-12T20:33:16Z,0,1,Sitting
2021-07-12T20:33:18Z,0,1,Sitting
2021-07-12T20:33:20Z,0,1,Sitting
2021-07-12T20:33:23Z,0,1,Sitting
2021-07-12T20:33:24Z,0,1,Sitting
2021-07-12T20:33:26Z,0,1,Sitting
2021-07-12T20:33:28Z,0,1,Sitting
2021-07-12T20:33:31Z,0,1,Sitting
2021-07-12T20:33:32Z,0,1,Sitting
2021-07-12T20:33:34Z,0,1,Sitting
2021-07-12T20:33:36Z,0,1,Sitting
2021-07-12T20:33:38Z,0,1,Sitting
2021-07-12T20:33:40Z,0,1,Sitting
2021-07-12T20:33:42Z,0,1,Sitting
2021-07-12T20:33:44Z,0,1,Sitting
2021-07-12T20:33:46Z,0,1,Sitting
2021-07-12T20:33:48Z,0,1,Sitting
2021-07-12T20:33:51Z,0,1,Sitting
2021-07-12T20:33:52Z,0,1,Sitting
2021-07-12T20:33:54Z,0,1,Sitting
2021-07-12T20:33:57Z,0,1,Sitting
2021-07-12T20:33:59Z,0,1,Sitting
2021-07-12T20:34:01Z,0,1,Sitting
2021-07-12T20:34:02Z,0,1,Sitting
2021-07-12T20:34:04Z,0,1,Sitting
2021-07-12T20:34:06Z,0,1,Sitting
2021-07-12T20:34:08Z,0,1,Sitting
2021-07-12T20:34:10Z,0,1,Sitting
2021-07-12T20:34:12Z,0,1,Sitting
2021-07-12T20:34:14Z,0,1,Sitting
2021-07-12T20:34:16Z,0,1,Sitting
2021-07-12T20:34:18Z,0,1,Sitting
2021-07-12T20:34:20Z,0,1,Sitting
2021-07-12T20:34:22Z,0,1,Sitting
2021-07-12T20:34:24Z,0,1,Sitting
2021-07-12T20:34:26Z,0,1,Sitting
2021-07-12T20:34:28Z,0,1,Sitting
2021-07-12T20:34:30Z,0,1,Sitting
2021-07-12T20:34:32Z,0,1,Sitting
2021-07-12T20:34:34Z,0,1,Sitting
2021-07-12T20:34:36Z,0,1,Sitting
2021-07-12T20:34:39Z,0,1,Sitting
2021-07-12T20:34:40Z,0,1,Sitting
2021-07-12T20:34:43Z,0,1,Sitting
2021-07-12T20:34:44Z,0,1,Sitting
2021-07-12T20:34:46Z,0,1,Sitting
2021-07-12T20:34:48Z,0,1,Sitting
2021-07-12T20:34:50Z,0,1,Sitting
2021-07-12T20:34:52Z,0,1,Sitting
2021-07-12T20:34:54Z,0,1,Sitting
2021-07-12T20:34:56Z,0,1,Sitting
2021-07-12T20:34:58Z,0,1,Sitting
2021-07-12T20:35:00Z,0,1,Sitting
2021-07-12T20:35:02Z,0,1,Sitting
2021-07-12T20:35:04Z,0,1,Sitting
2021-07-12T20:35:06Z,0,1,Sitting
2021-07-12T20:35:09Z,0,1,Sitting
2021-07-12T20:35:11Z,0,1,Sitting
2021-07-12T20:35:12Z,0,1,Sitting
2021-07-12T20:35:14Z,0,1,Sitting
2021-07-12T20:35:17Z,0,1,Sitting
2021-07-12T20:35:19Z,0,1,Sitting
2021-07-12T20:35:20Z,0,1,Sitting
2021-07-12T20:35:22Z,0,1,Sitting
2021-07-12T20:35:24Z,0,1,Sitting
2021-07-12T20:35:26Z,0,1,Sitting
2021-07-12T20:35:28Z,0,1,Sitting
2021-07-12T20:35:30Z,0,1,Sitting
2021-07-12T20:35:32Z,0,1,Sitting
2021-07-12T20:35:34Z,0,1,Sitting
2021-07-12T20:35:37Z,0,1,Sitting
2021-07-12T20:35:39Z,0,1,Sitting
2021-07-12T20:35:40Z,0,1,Sitting
2021-07-12T20:35:42Z,0,1,Sitting
2021-07-12T20:35:45Z,0,1,Sitting
2021-07-12T20:35:46Z,0,1,Sitting
2021-07-12T20:35:48Z,0,1,Sitting
2021-07-12T20:35:50Z,0,1,Sitting
2021-07-12T20:35:52Z,0,1,Sitting
2021-07-12T20:35:54Z,0,1,Sitting
2021-07-12T20:35:56Z,0,1,Sitting
2021-07-12T20:35:58Z,0,1,Sitting
2021-07-12T20:36:00Z,0,1,Sitting
2021-07-12T20:36:02Z,0,1,Sitting
2021-07-12T20:36:04Z,0,1,Sitting
2021-07-12T20:36:06Z,0,1,Sitting
2021-07-12T20:36:08Z,0,1,Sitting
2021-07-12T20:36:10Z,0,1,Sitting
2021-07-12T20:36:12Z,0,1,Sitting
2021-07-12T20:36:14Z,0,1,Sitting
2021-07-12T20:36:16Z,0,1,Sitting
2021-07-12T20:36:18Z,0,1,Sitting
2021-07-12T20:36:21Z,0,1,Sitting
2021-07-12T20:36:22Z,0,1,Sitting
2021-07-12T20:36:24Z,0,1,Sitting
2021-07-12T20:36:26Z,0,1,Sitting
2021-07-12T20:36:29Z,0,1,Sitting
2021-07-12T20:36:31Z,0,1,Sitting
2021-07-12T20:36:32Z,0,1,Sitting
2021-07-12T20:36:34Z,0,1,Sitting
2021-07-12T20:36:36Z,0,1,Sitting
2021-07-12T20:36:38Z,0,1,Sitting
2021-07-12T20:36:40Z,0,1,Sitting
2021-07-12T20:36:42Z,0,1,Sitting
2021-07-12T20:36:44Z,0,1,Sitting
2021-07-12T20:36:46Z,0,1,Sitting
2021-07-12T20:36:49Z,0,1,Sitting
2021-07-12T20:36:50Z,0,1,Sitting
2021-07-12T20:36:52Z,0,1,Sitting
2021-07-12T20:36:54Z,0,1,Sitting
2021-07-12T20:36:57Z,0,1,Sitting
2021-07-12T20:36:59Z,0,1,Sitting
2021-07-12T20:37:00Z,0,1,Sitting
2021-07-12T20:37:02Z,0,1,Sitting
2021-07-12T20:37:05Z,0,1,Sitting
2021-07-12T20:37:07Z,0,1,Sitting
2021-07-12T20:37:08Z,0,1,Sitting
2021-07-12T20:37:10Z,0,1,Sitting
2021-07-12T20:37:12Z,0,1,Sitting
2021-07-12T20:37:14Z,0,1,Sitting
2021-07-12T20:37:16Z,0,1,Sitting
2021-07-12T20:37:18Z,0,1,Sitting
2021-07-12T20:37:20Z,0,1,Sitting
2021-07-12T20:37:22Z,0,1,Sitting
2021-07-12T20:37:25Z,0,1,Sitting
2021-07-12T20:37:26Z,0,1,Sitting
2021-07-12T20:37:28Z,0,1,Sitting
2021-07-12T20:37:30Z,0,1,Sitting
2021-07-12T20:37:32Z,0,1,Sitting
2021-07-12T20:37:34Z,0,1,Sitting
2021-07-12T20:37:36Z,0,1,Sitting
2021-07-12T20:37:38Z,0,1,Sitting
2021-07-12T20:37:40Z,0,1,Sitting
2021-07-12T20:37:42Z,0,1,Sitting
2021-07-12T20:37:44Z,0,1,Sitting
2021-07-12T20:37:46Z,0,1,Sitting
2021-07-12T20:37:48Z,0,1,Sitting
2021-07-12T20:37:50Z,0,1,Sitting
2021-07-12T20:37:52Z,0,1,Sitting
2021-07-12T20:37:54Z,0,1,Sitting
2021-07-12T20:37:56Z,0,1,Sitting
2021-07-12T20:37:58Z,0,1,Sitting
2021-07-12T20:38:00Z,0,1,Sitting
2021-07-12T20:38:02Z,0,1,Sitting
2021-07-12T20:38:04Z,0,1,Sitting
2021-07-12T20:38:06Z,0,1,Sitting
2021-07-12T20:38:09Z,0,1,Sitting
2021-07-12T20:38:10Z,0,1,Sitting
2021-07-12T20:38:12Z,0,1,Sitting
2021-07-12T20:38:15Z,0,1,Sitting
2021-07-12T20:38:17Z,0,1,Sitting
2021-07-12T20:38:18Z,0,1,Sitting
2021-07-12T20:38:20Z,0,1,Sitting
2021-07-12T20:38:23Z,0,1,Sitting
2021-07-12T20:38:25Z,0,1,Sitting
2021-07-12T20:38:26Z,0,1,Sitting
2021-07-12T20:38:28Z,0,1,Sitting
2021-07-12T20:38:30Z,0,1,Sitting
2021-07-12T20:38:32Z,0,1,Sitting
2021-07-12T20:38:35Z,0,1,Sitting
2021-07-12T20:38:37Z,0,1,Sitting
2021-07-12T20:38:38Z,0,1,Sitting
2021-07-12T20:38:40Z,0,1,Sitting
2021-07-12T20:38:42Z,0,1,Sitting
2021-07-12T20:38:45Z,0,1,Sitting
2021-07-12T20:38:47Z,0,1,Sitting
2021-07-12T20:38:48Z,0,1,Sitting
2021-07-12T20:38:51Z,0,1,Sitting
2021-07-12T20:38:52Z,0,1,Sitting
2021-07-12T20:38:54Z,0,1,Sitting
2021-07-12T20:38:56Z,0,1,Sitting
2021-07-12T20:38:58Z,0,1,Sitting
2021-07-12T20:39:00Z,0,1,Sitting
2021-07-12T20:39:02Z,0,1,Sitting
2021-07-12T20:39:04Z,0,1,Sitting
2021-07-12T20:39:06Z,0,1,Sitting
2021-07-12T20:39:08Z,0,1,Sitting
2021-07-12T20:39:10Z,0,1,Sitting
2021-07-12T20:39:12Z,0,1,Sitting
2021-07-12T20:39:14Z,0,1,Sitting
2021-07-12T20:39:16Z,0,1,Sitting
2021-07-12T20:39:18Z,0,1,Sitting
2021-07-12T20:39:20Z,0,1,Sitting
2021-07-12T20:39:22Z,0,1,Sitting
2021-07-12T20:39:24Z,0,1,Sitting
2021-07-12T20:39:26Z,0,1,Sitting
2021-07-12T20:39:28Z,0,1,Sitting
2021-07-12T20:39:30Z,0,1,Sitting
2021-07-12T20:39:33Z,0,1,Sitting
2021-07-12T20:39:34Z,0,0,Sitting
2021-07-12T20:39:37Z,0,0,Sitting
2021-07-12T20:39:38Z,0,0,Sitting
2021-07-12T20:39:40Z,0,0,Sitting
2021-07-12T20:39:42Z,0,0,Sitting
2021-07-12T20:39:44Z,0,0,Sitting
2021-07-12T20:39:46Z,0,0,Sitting
2021-07-12T20:39:48Z,0,0,Sitting
2021-07-12T20:39:50Z,0,0,Sitting
2021-07-12T20:39:52Z,0,0,Sitting
2021-07-12T20:39:54Z,0,0,Sitting
2021-07-12T20:39:57Z,0,0,Sitting
2021-07-12T20:39:58Z,0,0,Sitting
2021-07-12T20:40:00Z,0,0,Sitting
2021-07-12T20:40:03Z,0,0,Sitting
2021-07-12T20:40:05Z,0,0,Sitting
2021-07-12T20:40:06Z,0,0,Sitting
2021-07-12T20:40:08Z,0,0,Sitting
2021-07-12T20:40:11Z,0,0,Sitting
2021-07-12T20:40:12Z,0,0,Sitting
2021-07-12T20:40:14Z,0,0,Sitting
2021-07-12T20:40:16Z,0,0,Sitting
2021-07-12T20:40:18Z,0,0,Sitting
2021-07-12T20:40:20Z,0,0,Sitting
2021-07-12T20:40:22Z,0,0,Sitting
2021-07-12T20:40:25Z,0,0,Sitting
2021-07-12T20:40:26Z,0,0,Sitting
2021-07-12T20:40:28Z,0,0,Sitting
2021-07-12T20:40:31Z,0,0,Sitting
2021-07-12T20:40:33Z,0,0,Sitting
2021-07-12T20:40:34Z,0,0,Sitting
2021-07-12T20:40:36Z,0,0,Sitting
2021-07-12T20:40:39Z,0,0,Sitting
2021-07-12T20:40:40Z,0,0,Sitting
2021-07-12T20:40:42Z,0,0,Sitting
2021-07-12T20:40:44Z,0,0,Sitting
2021-07-12T20:40:46Z,0,0,Sitting
2021-07-12T20:40:48Z,0,0,Sitting
2021-07-12T20:40:50Z,0,0,Sitting
2021-07-12T20:40:52Z,0,0,Sitting
2021-07-12T20:40:54Z,0,0,Sitting
2021-07-12T20:40:56Z,0,0,Sitting
2021-07-12T20:40:58Z,0,0,Sitting
2021-07-12T20:41:00Z,0,0,Sitting
2021-07-12T20:41:02Z,0,0,Sitting
2021-07-12T20:41:04Z,0,0,Sitting
2021-07-12T20:41:06Z,0,0,Sitting
2021-07-12T20:41:08Z,0,0,Sitting
2021-07-12T20:41:10Z,0,0,Sitting
2021-07-12T20:41:12Z,0,0,Sitting
2021-07-12T20:41:15Z,0,0,Sitting
2021-07-12T20:41:16Z,0,0,Sitting
2021-07-12T20:41:18Z,0,0,Sitting
2021-07-12T20:41:20Z,0,0,Sitting
2021-07-12T20:41:23Z,0,0,Sitting
2021-07-12T20:41:25Z,0,0,Sitting
2021-07-12T20:41:26Z,0,0,Sitting
2021-07-12T20:41:28Z,0,0,Sitting
2021-07-12T20:41:30Z,0,0,Sitting
2021-07-12T20:41:32Z,0,0,Sitting
2021-07-12T20:41:34Z,0,0,Sitting
2021-07-12T20:41:36Z,0,0,Sitting
2021-07-12T20:41:38Z,0,0,Sitting
2021-07-12T20:41:40Z,0,0,Sitting
2021-07-12T20:41:43Z,0,0,Sitting
2021-07-12T20:41:45Z,0,0,Sitting
2021-07-12T20:41:46Z,0,0,Sitting
2021-07-12T20:41:48Z,0,0,Sitting
2021-07-12T20:41:51Z,0,0,Sitting
2021-07-12T20:41:53Z,0,0,Sitting
2021-07-12T20:41:54Z,0,0,Sitting
2021-07-12T20:41:56Z,0,0,Sitting
2021-07-12T20:41:58Z,0,0,Sitting
2021-07-12T20:42:00Z,0,0,Sitting
2021-07-12T20:42:02Z,0,0,Sitting
2021-07-12T20:42:04Z,0,0,Sitting
2021-07-12T20:42:06Z,0,0,Sitting
2021-07-12T20:42:08Z,0,0,Sitting
2021-07-12T20:42:10Z,0,0,Sitting
2021-07-12T20:42:12Z,0,0,Sitting
2021-07-12T20:42:14Z,0,0,Sitting
2021-07-12T20:42:16Z,0,0,Sitting
2021-07-12T20:42:19Z,0,0,Sitting
2021-07-12T20:42:21Z,0,0,Sitting
2021-07-12T20:42:22Z,0,0,Sitting
2021-07-12T20:42:24Z,0,0,Sitting
2021-07-12T20:42:26Z,0,0,Sitting
2021-07-12T20:42:28Z,0,0,Sitting
2021-07-12T20:42:30Z,0,0,Sitting
2021-07-12T20:42:32Z,0,0,Sitting
2021-07-12T20:42:34Z,0,0,Sitting
2021-07-12T20:42:36Z,0,0,Sitting
2021-07-12T20:42:38Z,0,0,Sitting
2021-07-12T20:42:40Z,0,0,Sitting
2021-07-12T20:42:42Z,0,0,Sitting
2021-07-12T20:42:44Z,0,0,Sitting
2021-07-12T20:42:46Z,0,0,Sitting
2021-07-12T20:42:48Z,0,0,Sitting
2021-07-12T20:42:50Z,0,0,Sitting
2021-07-12T20:42:52Z,0,0,Sitting
2021-07-12T20:42:54Z,0,0,Sitting
2021-07-12T20:42:56Z,0,0,Sitting
2021-07-12T20:42:58Z,0,0,Sitting
2021-07-12T20:43:01Z,0,0,Sitting
2021-07-12T20:43:03Z,0,0,Sitting
2021-07-12T20:43:04Z,0,0,Sitting
2021-07-12T20:43:06Z,0,0,Sitting
2021-07-12T20:43:08Z,0,0,Sitting
2021-07-12T20:43:11Z,0,0,Sitting
2021-07-12T20:43:13Z,0,0,Sitting
2021-07-12T20:43:14Z,0,0,Sitting
2021-07-12T20:43:16Z,0,0,Sitting
2021-07-12T20:43:18Z,0,0,Sitting
2021-07-12T20:43:20Z,0,0,Sitting
2021-07-12T20:43:22Z,0,0,Sitting
2021-07-12T20:43:24Z,0,0,Sitting
2021-07-12T20:43:26Z,0,0,Sitting
2021-07-12T20:43:28Z,0,0,Sitting
2021-07-12T20:43:31Z,0,0,Sitting
2021-07-12T20:43:33Z,0,0,Sitting
2021-07-12T20:43:34Z,0,0,Sitting
2021-07-12T20:43:36Z,0,0,Sitting
2021-07-12T20:43:39Z,0,0,Sitting
2021-07-12T20:43:41Z,0,0,Sitting
2021-07-12T20:43:42Z,0,0,Sitting
2021-07-12T20:43:44Z,0,0,Sitting
2021-07-12T20:43:46Z,0,0,Sitting
2021-07-12T20:43:48Z,0,0,Sitting
2021-07-12T20:43:50Z,0,0,Sitting
2021-07-12T20:43:52Z,0,0,Sitting
2021-07-12T20:43:54Z,0,0,Sitting
2021-07-12T20:43:56Z,0,0,Sitting
2021-07-12T20:43:58Z,0,0,Sitting
2021-07-12T20:44:00Z,0,0,Sitting
2021-07-12T20:44:02Z,0,0,Sitting
2021-07-12T20:44:04Z,0,0,Sitting
2021-07-12T20:44:06Z,0,0,Sitting
2021-07-12T20:44:09Z,0,0,Sitting
2021-07-12T20:44:10Z,0,0,Sitting
2021-07-12T20:44:12Z,0,0,Sitting
2021-07-12T20:44:14Z,0,0,Sitting
2021-07-12T20:44:16Z,0,0,Sitting
2021-07-12T20:44:18Z,0,0,Sitting
2021-07-12T20:44:20Z,0,0,Sitting
2021-07-12T20:44:22Z,0,0,Sitting
2021-07-12T20:44:24Z,0,0,Sitting
2021-07-12T20:44:26Z,0,0,Sitting
2021-07-12T20:44:28Z,0,0,Sitting
2021-07-12T20:44:30Z,0,0,Sitting
2021-07-12T20:44:32Z,0,0,Sitting
2021-07-12T20:44:34Z,0,0,Sitting
2021-07-12T20:44:36Z,0,0,Sitting
2021-07-12T20:44:38Z,0,0,Sitting
2021-07-12T20:44:40Z,0,0,Sitting
2021-07-12T20:44:42Z,0,0,Sitting
2021-07-12T20:44:44Z,0,0,Sitting
2021-07-12T20:44:46Z,0,0,Sitting
2021-07-12T20:44:48Z,0,0,Sitting
2021-07-12T20:44:51Z,0,0,Sitting
2021-07-12T20:44:53Z,0,0,Sitting
2021-07-12T20:44:54Z,0,0,Sitting
2021-07-12T20:44:56Z,0,0,Sitting
2021-07-12T20:44:59Z,0,0,Sitting
2021-07-12T20:45:00Z,0,0,Sitting
2021-07-12T20:45:02Z,0,0,Sitting
2021-07-12T20:45:04Z,0,0,Sitting
2021-07-12T20:45:06Z,0,0,Sitting
2021-07-12T20:45:08Z,0,0,Sitting
2021-07-12T20:45:10Z,0,0,Sitting
2021-07-12T20:45:12Z,0,0,Sitting
2021-07-12T20:45:14Z,0,0,Sitting
2021-07-12T20:45:16Z,0,0,Sitting
2021-07-12T20:45:19Z,0,0,Sitting
2021-07-12T20:45:21Z,0,0,Sitting
2021-07-12T20:45:22Z,0,0,Sitting
2021-07-12T20:45:24Z,0,0,Sitting
2021-07-12T20:45:27Z,0,0,Sitting
2021-07-12T20:45:29Z,0,0,Sitting
2021-07-12T20:45:30Z,0,0,Sitting
2021-07-12T20:45:32Z,0,0,Sitting
2021-07-12T20:45:34Z,0,0,Sitting
2021-07-12T20:45:36Z,0,0,Sitting
2021-07-12T20:45:38Z,0,0,Sitting
2021-07-12T20:45:40Z,0,0,Sitting
2021-07-12T20:45:42Z,0,0,Sitting
2021-07-12T20:45:44Z,0,0,Sitting
2021-07-12T20:45:47Z,0,0,Sitting
2021-07-12T20:45:49Z,0,0,Sitting
2021-07-12T20:45:50Z,0,0,Sitting
2021-07-12T20:45:52Z,0,0,Sitting
2021-07-12T20:45:54Z,0,0,Sitting
2021-07-12T20:45:56Z,0,0,Sitting
2021-07-12T20:45:58Z,0,0,Sitting
2021-07-12T20:46:00Z,0,0,Sitting
2021-07-12T20:46:02Z,0,0,Sitting
2021-07-12T20:46:04Z,0,0,Sitting
2021-07-12T20:46:06Z,0,0,Sitting
2021-07-12T20:46:08Z,0,0,Sitting
2021-07-12T20:46:10Z,0,0,Sitting
2021-07-12T20:46:12Z,0,0,Sitting
2021-07-12T20:46:14Z,0,0,Sitting
2021-07-12T20:46:16Z,0,0,Sitting
2021-07-12T20:46:18Z,0,0,Sitting
2021-07-12T20:46:20Z,0,0,Sitting
2021-07-12T20:46:22Z,0,0,Sitting
2021-07-12T20:46:24Z,0,0,Sitting
2021-07-12T20:46:26Z,0,0,Sitting
2021-07-12T20:46:28Z,0,0,Sitting
2021-07-12T20:46:30Z,0,0,Sitting
2021-07-12T20:46:32Z,0,0,Sitting
2021-07-12T20:46:34Z,0,0,Sitting
2021-07-12T20:46:36Z,0,0,Sitting
2021-07-12T20:46:39Z,0,0,Sitting
2021-07-12T20:46:41Z,0,0,Sitting
2021-07-12T20:46:42Z,0,0,Sitting
2021-07-12T20:46:44Z,0,0,Sitting
2021-07-12T20:46:47Z,0,0,Sitting
2021-07-12T20:46:49Z,0,0,Sitting
2021-07-12T20:46:50Z,0,0,Sitting
2021-07-12T20:46:52Z,0,0,Sitting
2021-07-12T20:46:54Z,0,0,Sitting
2021-07-12T20:46:56Z,0,0,Sitting
2021-07-12T20:46:59Z,0,0,Sitting
2021-07-12T20:47:00Z,0,0,Sitting
2021-07-12T20:47:02Z,0,0,Sitting
2021-07-12T20:47:04Z,0,0,Sitting
2021-07-12T20:47:07Z,0,0,Sitting
2021-07-12T20:47:09Z,0,0,Sitting
2021-07-12T20:47:10Z,0,0,Sitting
2021-07-12T20:47:12Z,0,0,Sitting
2021-07-12T20:47:15Z,0,0,Upright
2021-07-12T20:47:17Z,0,0,Held
2021-07-12T20:47:18Z,0,0,Held
2021-07-12T20:47:20Z,0,0,Held
2021-07-12T20:47:22Z,0,0,Held
2021-07-12T20:47:24Z,0,0,Held
2021-07-12T20:47:26Z,0,0,Held
2021-07-12T20:47:28Z,0,0,Held
2021-07-12T20:47:30Z,0,0,Held
2021-07-12T20:47:32Z,0,0,Held
2021-07-12T20:47:34Z,0,0,Held
2021-07-12T20:47:36Z,0,0,Held
2021-07-12T20:47:38Z,0,0,Held
2021-07-12T20:47:40Z,0,0,Held
2021-07-12T20:47:42Z,0,0,Sitting
2021-07-12T20:47:44Z,0,0,Sitting
2021-07-12T20:47:46Z,0,0,Sitting
2021-07-12T20:47:48Z,0,0,Sitting
2021-07-12T20:47:50Z,0,0,Sitting
2021-07-12T20:47:52Z,0,0,Sitting
2021-07-12T20:47:54Z,0,0,Sitting
2021-07-12T20:47:56Z,0,0,Sitting
2021-07-12T20:47:59Z,0,0,Sitting
2021-07-12T20:48:00Z,0,0,Sitting
2021-07-12T20:48:02Z,0,0,Sitting
2021-07-12T20:48:04Z,0,0,Sitting
2021-07-12T20:48:06Z,0,0,Prone
2021-07-12T20:48:08Z,0,0,Sitting
2021-07-12T20:48:10Z,0,0,Prone
2021-07-12T20:48:12Z,0,0,Prone
2021-07-12T20:48:14Z,0,0,Prone
2021-07-12T20:48:16Z,0,0,Prone
2021-07-12T20:48:19Z,0,0,Prone
2021-07-12T20:48:20Z,0,0,Prone
2021-07-12T20:48:22Z,0,0,Prone
2021-07-12T20:48:24Z,0,0,Prone
2021-07-12T20:48:27Z,0,0,Prone
2021-07-12T20:48:29Z,0,0,Prone
2021-07-12T20:48:30Z,0,0,Prone
2021-07-12T20:48:32Z,0,0,Sitting
2021-07-12T20:48:35Z,0,0,Sitting
2021-07-12T20:48:36Z,0,0,Sitting
2021-07-12T20:48:38Z,0,0,Prone
2021-07-12T20:48:40Z,0,0,Prone
2021-07-12T20:48:42Z,0,0,Prone
2021-07-12T20:48:44Z,0,0,Prone
2021-07-12T20:48:46Z,0,0,Prone
2021-07-12T20:48:49Z,0,0,Prone
2021-07-12T20:48:50Z,0,0,Prone
2021-07-12T20:48:52Z,0,0,Prone
2021-07-12T20:48:55Z,0,0,Prone
2021-07-12T20:48:57Z,0,0,Prone
2021-07-12T20:48:58Z,0,0,Prone
2021-07-12T20:49:00Z,0,0,Prone
2021-07-12T20:49:03Z,0,0,Prone
2021-07-12T20:49:04Z,0,0,Prone
2021-07-12T20:49:06Z,0,0,Prone
2021-07-12T20:49:08Z,0,0,Upright
2021-07-12T20:49:10Z,0,0,Upright
2021-07-12T20:49:12Z,0,0,Upright
2021-07-12T20:49:14Z,0,0,Upright
2021-07-12T20:49:16Z,0,0,Upright
2021-07-12T20:49:18Z,0,0,Prone
2021-07-12T20:49:20Z,0,0,Prone
2021-07-12T20:49:22Z,0,0,Prone
2021-07-12T20:49:24Z,0,0,Prone
2021-07-12T20:49:26Z,0,0,Sitting
2021-07-12T20:49:28Z,0,0,Sitting
2021-07-12T20:49:30Z,0,0,Sitting
2021-07-12T20:49:32Z,0,0,Sitting
2021-07-12T20:49:34Z,0,0,Prone
2021-07-12T20:49:36Z,0,0,Prone
2021-07-12T20:49:38Z,0,0,Prone
2021-07-12T20:49:40Z,0,0,Prone
2021-07-12T20:49:42Z,0,0,Prone
2021-07-12T20:49:44Z,0,0,Prone
2021-07-12T20:49:47Z,0,0,Upright
2021-07-12T20:49:49Z,0,0,Upright
2021-07-12T20:49:50Z,0,0,Upright
2021-07-12T20:49:52Z,0,0,Upright
2021-07-12T20:49:54Z,0,0,Upright
2021-07-12T20:49:56Z,0,0,Upright
2021-07-12T20:49:58Z,0,0,Held
2021-07-12T20:50:00Z,0,0,Sitting
2021-07-12T20:50:02Z,0,0,Sitting
2021-07-12T20:50:04Z,0,0,Sitting
2021-07-12T20:50:07Z,0,0,Sitting
2021-07-12T20:50:08Z,0,0,Sitting
2021-07-12T20:50:10Z,0,0,Sitting
2021-07-12T20:50:12Z,0,0,Prone
2021-07-12T20:50:15Z,0,0,Prone
2021-07-12T20:50:17Z,0,0,Prone
2021-07-12T20:50:18Z,0,0,Prone
2021-07-12T20:50:20Z,0,0,Prone
2021-07-12T20:50:22Z,0,0,Prone
2021-07-12T20:50:24Z,0,0,Prone
2021-07-12T20:50:26Z,0,0,Prone
2021-07-12T20:50:28Z,0,0,Prone
2021-07-12T20:50:30Z,0,0,Prone
2021-07-12T20:50:32Z,0,0,Prone
2021-07-12T20:50:34Z,0,0,Prone
2021-07-12T20:50:36Z,0,0,Prone
2021-07-12T20:50:38Z,0,0,Prone
2021-07-12T20:50:40Z,0,0,Prone
2021-07-12T20:50:43Z,0,0,Prone
2021-07-12T20:50:45Z,0,0,Prone
2021-07-12T20:50:46Z,0,0,Prone
2021-07-12T20:50:48Z,0,0,Prone
2021-07-12T20:50:50Z,0,0,Prone
2021-07-12T20:50:52Z,0,0,Prone
2021-07-12T20:50:54Z,0,0,Prone
2021-07-12T20:50:56Z,0,0,Prone
2021-07-12T20:50:58Z,0,0,Prone
2021-07-12T20:51:00Z,0,0,Prone
2021-07-12T20:51:02Z,0,0,Prone
2021-07-12T20:51:04Z,0,0,Prone
2021-07-12T20:51:06Z,0,0,Prone
2021-07-12T20:51:08Z,0,0,Prone
2021-07-12T20:51:10Z,0,0,Prone
2021-07-12T20:51:12Z,0,0,Supine
2021-07-12T20:51:14Z,0,0,Supine
2021-07-12T20:51:16Z,0,0,Prone
2021-07-12T20:51:18Z,0,0,Prone
2021-07-12T20:51:20Z,0,0,Prone
2021-07-12T20:51:22Z,0,0,Prone
2021-07-12T20:51:25Z,0,0,Prone
2021-07-12T20:51:27Z,0,0,Prone
2021-07-12T20:51:28Z,0,0,Prone
2021-07-12T20:51:30Z,0,0,Prone
2021-07-12T20:51:32Z,0,0,Prone
2021-07-12T20:51:35Z,0,0,Prone
2021-07-12T20:51:36Z,0,0,Prone
2021-07-12T20:51:38Z,0,0,Prone
